ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-07-11 13:56,18831,Doja,Central Cee,Doja,spotify:track:3LtpKP5abr2qqjunvjlX5i,trackdone,logout,FALSE,FALSE,FALSE,1689072472,FALSE
2023-07-13 10:19,311866,Stronger,Kanye West,Graduation,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,clickrow,trackdone,FALSE,FALSE,FALSE,1689243279,FALSE
2023-07-13 10:23,243880,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,(When You Gonna) Give It up to Me (feat. Keyshia Cole),spotify:track:5nEdwtSv0qqeE0l4o1lR4q,trackdone,trackdone,FALSE,FALSE,FALSE,1689243578,FALSE
2023-07-13 10:27,219986,More - RedOne Jimmy Joker Remix,USHER,More,spotify:track:0aBKFfdyOD1Ttvgv0cfjjJ,trackdone,trackdone,FALSE,FALSE,FALSE,1689243810,FALSE
2023-07-13 10:33,378734,Hips Don't Lie (feat. Wyclef Jean) - Live - December 2006,Shakira,Shakira Oral Fixation Tour (Live),spotify:track:52XoFtAGfg9AFuCB4YCcVQ,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689244018,FALSE
2023-07-13 10:35,123890,Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,spotify:track:4FyesJzVpA39hbYvcseO2d,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689244398,FALSE
2023-07-13 10:40,272506,No Church In The Wild,JAY-Z,Watch The Throne,spotify:track:3Osd3Yf8K73aj4ySn6LrvK,trackdone,trackdone,FALSE,FALSE,FALSE,1689244509,FALSE
2023-07-13 10:43,166882,WATATI (feat. Aldo Ranks) [From Barbie The Album],KAROL G,WATATI (feat. Aldo Ranks) [From Barbie The Album],spotify:track:6MZi5j60L80SZLBxN0bv8s,trackdone,trackdone,FALSE,FALSE,FALSE,1689244820,FALSE
2023-07-13 10:53,41160,La Bebe - Remix,Yng Lvcas,La Bebe,spotify:track:2UW7JaomAMuX9pZrjVpHAU,trackdone,logout,FALSE,FALSE,FALSE,1689244975,FALSE
2023-07-13 11:03,661,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,Popular,spotify:track:6WzRpISELf3YglGAh7TXcG,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689246234,FALSE
2023-07-13 11:03,23,Ayo Technology,50 Cent,Curtis,spotify:track:6kfQDanT6Buh4Wu73ghbav,fwdbtn,backbtn,FALSE,TRUE,FALSE,1689246234,FALSE
2023-07-13 11:07,215466,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,Popular,spotify:track:6WzRpISELf3YglGAh7TXcG,backbtn,trackdone,FALSE,FALSE,FALSE,1689246236,FALSE
2023-07-13 11:20,193958,Ayo Technology,50 Cent,Curtis,spotify:track:6kfQDanT6Buh4Wu73ghbav,trackdone,logout,FALSE,FALSE,FALSE,1689246438,FALSE
2023-07-13 12:06,235555,Ramenez la coupe à la maison,Vegedream,Marchand de sable,spotify:track:1m0UFnuTktOkksvjbF9z0m,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689249784,FALSE
2023-07-13 12:09,175686,California Love,Cheema Y,ANYWAY,spotify:track:610keNiNVTIkYD0CqeSerg,trackdone,trackdone,FALSE,FALSE,FALSE,1689250007,FALSE
2023-07-13 12:12,9755,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,Popular,spotify:track:67gUqq3wVAztSquOpNZ4Xs,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689250351,FALSE
2023-07-13 12:12,192075,Zones,Zak Downtown,Dream Soda,spotify:track:4uZRE3FwwtA6NG7sKPXK7f,trackdone,trackdone,FALSE,FALSE,FALSE,1689250171,FALSE
2023-07-13 12:16,229439,A LIGHT THAT NEVER COMES,Linkin Park,RECHARGED,spotify:track:3BnBKNItMng824sLx0pUfy,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689250362,FALSE
2023-07-13 12:19,193466,In Da Club,50 Cent,Get Rich Or Die Tryin',spotify:track:7iL6o9tox1zgHpKUfh9vuC,trackdone,trackdone,FALSE,FALSE,FALSE,1689250578,FALSE
2023-07-13 12:21,160000,Setting,Arjan Dhillon,Setting,spotify:track:3HJRVmgJQ8Bg1guFckZKh9,trackdone,trackdone,FALSE,FALSE,FALSE,1689250760,FALSE
2023-07-13 12:34,83052,Song for Denise - Wide Walking Version,Piano Fantasia,Song for Denise,spotify:track:18wqoGfPbNUtJshtZNJ7H5,trackdone,logout,FALSE,FALSE,FALSE,1689250908,FALSE
2023-07-13 16:59,1093,California Love,Cheema Y,ANYWAY,spotify:track:610keNiNVTIkYD0CqeSerg,clickrow,endplay,FALSE,TRUE,FALSE,1689267596,FALSE
2023-07-13 17:00,8324,California Love,Cheema Y,ANYWAY,spotify:track:610keNiNVTIkYD0CqeSerg,clickrow,endplay,FALSE,TRUE,FALSE,1689267631,FALSE
2023-07-13 17:00,4675,Cheri Cheri Lady,Modern Talking,Let's Talk About Love,spotify:track:2aEuA8PSqLa17Y4hKPj5rr,clickrow,endplay,FALSE,TRUE,FALSE,1689267644,FALSE
2023-07-13 17:00,4246,Check It Out,Parmish Verma,Check It Out,spotify:track:4VosVUajzm6nzGlSb6nP3L,clickrow,endplay,FALSE,TRUE,FALSE,1689267649,FALSE
2023-07-13 17:01,12522,Chorni,DIVINE,Chorni,spotify:track:3GEiVoaUXq468gfYs2EPfh,clickrow,endplay,FALSE,TRUE,FALSE,1689267669,FALSE
2023-07-13 17:04,210361,Take It Easy,Karan Aujla,Four You,spotify:track:5si4xdFplkXAydKfFe1xXa,clickrow,trackdone,FALSE,FALSE,FALSE,1689267684,FALSE
2023-07-13 17:04,15900,Dilawara,The PropheC,Dilawara,spotify:track:1C6auFaK08OhOTJ8bfrAiG,trackdone,endplay,FALSE,TRUE,FALSE,1689267882,FALSE
2023-07-13 17:05,3092,One Dance,Drake,Views,spotify:track:1zi7xx7UVEFkmKfv06H8x0,clickrow,fwdbtn,FALSE,TRUE,FALSE,1689267917,FALSE
2023-07-13 17:05,367,Let Me Love You,DJ Snake,Encore,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689267920,FALSE
2023-07-13 17:05,686,We Found Love,Rihanna,Talk That Talk,spotify:track:6qn9YLKt13AGvpq9jfO8py,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689267921,FALSE
2023-07-13 17:05,1655,Make My Day (with David Guetta),Coi Leray,COI,spotify:track:4f0i8ligJspqXf8qeAV1sS,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689267922,FALSE
2023-07-13 17:05,857,Starboy,The Weeknd,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,fwdbtn,backbtn,FALSE,TRUE,FALSE,1689267924,FALSE
2023-07-13 17:05,3061,Make My Day (with David Guetta),Coi Leray,COI,spotify:track:4f0i8ligJspqXf8qeAV1sS,backbtn,fwdbtn,FALSE,TRUE,FALSE,1689267926,FALSE
2023-07-13 17:05,833,Starboy,The Weeknd,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689267929,FALSE
2023-07-13 17:05,2167,Cooped Up / Return Of The Mack,Post Malone,Cooped Up / Return Of The Mack,spotify:track:6Ole34qqbgkZ60IyrcVm7e,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689267931,FALSE
2023-07-13 17:09,239317,Calm Down (with Selena Gomez),Rema,Calm Down (with Selena Gomez),spotify:track:0WtM2NBVQNNJLh6scP13H8,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689267933,FALSE
2023-07-13 17:09,17230,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,OUT OUT (feat. Charli XCX & Saweetie),spotify:track:6Dy1jexKYriXAVG6evyUTJ,trackdone,fwdbtn,TRUE,TRUE,FALSE,1689268160,FALSE
2023-07-13 17:09,1551,MONTERO (Call Me By Your Name),Lil Nas X,MONTERO,spotify:track:1SC5rEoYDGUK4NfG82494W,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268178,FALSE
2023-07-13 17:09,1335,Let Me Love You,DJ Snake,Encore,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268180,FALSE
2023-07-13 17:09,1234,This Is What You Came For,Calvin Harris,This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268182,FALSE
2023-07-13 17:09,5494,Bad Romance,Lady Gaga,The Fame Monster,spotify:track:0SiywuOBRcynK0uKGWdCnn,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268183,FALSE
2023-07-13 17:09,526,Shape of You,Ed Sheeran,÷,spotify:track:7qiZfU4dY1lWllzX7mPBI3,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268189,FALSE
2023-07-13 17:13,213520,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,spotify:track:22VdIZQfgXJea34mQxlt81,fwdbtn,trackdone,TRUE,FALSE,FALSE,1689268191,FALSE
2023-07-13 17:13,13783,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,Plain Jane REMIX (feat. Nicki Minaj),spotify:track:2YzmfPLqUx5CJOaw5ThsBV,trackdone,fwdbtn,TRUE,TRUE,FALSE,1689268393,FALSE
2023-07-13 17:13,1218,Baby Don't Hurt Me,David Guetta,Baby Don't Hurt Me,spotify:track:3BKD1PwArikchz2Zrlp1qi,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268407,FALSE
2023-07-13 17:13,1315,My Heart Goes (La Di Da),Becky Hill,My Heart Goes (La Di Da),spotify:track:4xMbBESczlHPUO8QeYi56p,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268409,FALSE
2023-07-13 17:13,1071,Light Switch,Charlie Puth,CHARLIE,spotify:track:1jEBSDN5vYViJQr78W7jr2,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268410,FALSE
2023-07-13 17:13,1548,Where Did You Go? (feat. MNEK),Jax Jones,Where Did You Go (feat. MNEK),spotify:track:3sa06xVNmLLYIxdNNmVQN8,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268412,FALSE
2023-07-13 17:13,1186,We Found Love,Rihanna,Talk That Talk,spotify:track:6qn9YLKt13AGvpq9jfO8py,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268413,FALSE
2023-07-13 17:13,1011,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),spotify:track:09gysnJpfQ3ublBmJDfcEC,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268415,FALSE
2023-07-13 17:13,1368,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana,spotify:track:23RoR84KodL5HWvUTneQ1w,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268416,FALSE
2023-07-13 17:13,1003,Closer,The Chainsmokers,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268418,FALSE
2023-07-13 17:13,1692,Dior,Pop Smoke,Meet The Woo,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268419,FALSE
2023-07-13 17:13,23,I Ain't Worried,OneRepublic,I Ain’t Worried,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268421,FALSE
2023-07-13 17:13,932,Ric Flair Drip (with Metro Boomin),Offset,Without Warning,spotify:track:7sO5G9EABYOXQKNPNiE9NR,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268423,FALSE
2023-07-13 17:14,53032,21 Reasons (feat. Ella Henderson),Nathan Dawe,21 Reasons (feat. Ella Henderson),spotify:track:1RF02Cf80mTaeNXG2P2boR,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268424,FALSE
2023-07-13 17:14,930,10:35,Tiësto,10:35,spotify:track:6BePGk3eCan4FqaW2X8Qy3,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268478,FALSE
2023-07-13 17:14,631,Area Codes,Kaliii,Area Codes,spotify:track:7sliFe6W30tPBPh6dvZsIH,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689268479,FALSE
2023-07-13 17:14,10130,Latch,Disclosure,Settle,spotify:track:51ODNNDZm21HU7wI7cccRr,fwdbtn,endplay,TRUE,TRUE,FALSE,1689268481,FALSE
2023-07-13 17:14,1796,We Found Love,Rihanna,Talk That Talk,spotify:track:6qn9YLKt13AGvpq9jfO8py,playbtn,fwdbtn,FALSE,TRUE,FALSE,1689268491,FALSE
2023-07-13 17:14,32,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689268494,FALSE
2023-07-13 17:14,205,On The Floor,Jennifer Lopez,Love?,spotify:track:3C0nOe05EIt1390bVABLyN,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689268494,FALSE
2023-07-13 17:14,400,Cheap Thrills (feat. Sean Paul),Sia,This Is Acting,spotify:track:378iszndTZAR4dH8kwsLC6,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689268496,FALSE
2023-07-13 17:14,761,Danza Kuduro,Don Omar,Meet The Orphans,spotify:track:6DXLO8LndZMVOHM0wNbpzg,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689268496,FALSE
2023-07-13 17:14,0,Mi Gente,J Balvin,Vibras,spotify:track:7COfe3P7KgfwDwIRB8LIDw,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689268497,FALSE
2023-07-13 17:18,231573,Rain Over Me (feat. Marc Anthony),Pitbull,Planet Pit,spotify:track:5ImeVGPY7n6UQv0ZWC8Yc4,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689268498,FALSE
2023-07-13 17:21,176561,Lean On,Major Lazer,Peace Is The Mission,spotify:track:1Lim1Py7xBgbAkAys3AGAG,trackdone,trackdone,FALSE,FALSE,FALSE,1689268719,FALSE
2023-07-13 17:25,224263,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,What Is Love?,spotify:track:2hrUO4drrO63i7FYbCLBl2,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689268884,FALSE
2023-07-13 17:25,2004,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",spotify:track:4w8niZpiMy6qz1mntFA5uM,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269128,FALSE
2023-07-13 17:25,2037,Gangsta's Paradise,Coolio,Gangsta's Paradise,spotify:track:1DIXPcTDzTj8ZMHt3PDt8p,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269131,FALSE
2023-07-13 17:29,262990,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:0ByMNEPAPpOR5H69DVrTNy,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689269133,FALSE
2023-07-13 17:29,4955,Give Me Everything (feat. Nayer),Pitbull,Planet Pit (Deluxe Version),spotify:track:4QNpBfC0zvjKqPJcyqBy9W,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689269387,FALSE
2023-07-13 17:29,1648,Sorry,Justin Bieber,Purpose,spotify:track:09CtPGIpYB4BrO8qb1RGsF,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269393,FALSE
2023-07-13 17:29,23,One Kiss (with Dua Lipa),Calvin Harris,One Kiss (with Dua Lipa),spotify:track:7ef4DlsgrMEH11cDZd32M6,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269396,FALSE
2023-07-13 17:33,198955,TiK ToK,Kesha,Animal (Expanded Edition),spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689269397,FALSE
2023-07-13 17:33,8401,Sexy And I Know It,LMFAO,Sorry For Party Rocking,spotify:track:70Vdd1gx5tn84jkAU31ASv,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689269584,FALSE
2023-07-13 17:33,1130,Closer,The Chainsmokers,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269593,FALSE
2023-07-13 17:33,23,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,spotify:track:3bidbhpOYeV4knp8AIu8Xn,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269595,FALSE
2023-07-13 17:33,1209,I'm Good (Blue),David Guetta,I'm Good (Blue),spotify:track:4uUG5RXrOk84mYEfFvj3cK,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269596,FALSE
2023-07-13 17:33,936,Shape of You,Ed Sheeran,÷,spotify:track:7qiZfU4dY1lWllzX7mPBI3,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269597,FALSE
2023-07-13 17:33,3294,Levitating,Dua Lipa,Future Nostalgia,spotify:track:39LLxExYz6ewLAcYrzQQyP,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269599,FALSE
2023-07-13 17:33,779,Timber,Pitbull,Global Warming: Meltdown (Deluxe Version),spotify:track:3cHyrEgdyYRjgJKSOiOtcS,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689269602,FALSE
2023-07-13 17:33,1809,This Is What You Came For,Calvin Harris,This Is What You Came For,spotify:track:0azC730Exh71aQlOt9Zj3y,fwdbtn,backbtn,FALSE,TRUE,FALSE,1689269603,FALSE
2023-07-13 17:33,5135,Timber,Pitbull,Global Warming: Meltdown (Deluxe Version),spotify:track:3cHyrEgdyYRjgJKSOiOtcS,backbtn,endplay,FALSE,TRUE,FALSE,1689269605,FALSE
2023-07-13 17:33,1863,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,Raymond v Raymond (Expanded Edition),spotify:track:4356Typ82hUiFAynbLYbPn,playbtn,fwdbtn,TRUE,TRUE,FALSE,1689269611,FALSE
2023-07-13 17:33,423,Wavin' Flag - Coca-Cola® Celebration Mix,K'NAAN,Troubadour,spotify:track:4nOygULhEuDO5ZBRNPFaso,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269613,FALSE
2023-07-13 17:33,850,Glad You Came,The Wanted,Battleground,spotify:track:5yDL13y5giogKs2fSNf7sj,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269614,FALSE
2023-07-13 17:33,733,Tambourine,Eve,Tambourine,spotify:track:1U16aNzvnlfARgjWXjKmQj,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269615,FALSE
2023-07-13 17:33,437,SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,spotify:track:0O45fw2L5vsWpdsOdXwNAR,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269616,FALSE
2023-07-13 17:33,160,Rain Over Me (feat. Marc Anthony),Pitbull,Planet Pit (Deluxe Version),spotify:track:2cZrrQMjB63c0iIugYH9zS,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269617,FALSE
2023-07-13 17:33,870,OMG (feat. will.i.am),USHER,Raymond v Raymond (Expanded Edition),spotify:track:1bM50INir8voAkVoKuvEUI,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269618,FALSE
2023-07-13 17:33,741,Sexy Bitch (feat. Akon),David Guetta,One More Love,spotify:track:127uq83uGFapbddqiMUKky,fwdbtn,backbtn,TRUE,TRUE,FALSE,1689269619,FALSE
2023-07-13 17:38,4498,Sexy Bitch (feat. Akon),David Guetta,One More Love,spotify:track:127uq83uGFapbddqiMUKky,trackdone,fwdbtn,TRUE,TRUE,FALSE,1689269888,FALSE
2023-07-13 17:38,265264,OMG (feat. will.i.am),USHER,Raymond v Raymond (Expanded Edition),spotify:track:1bM50INir8voAkVoKuvEUI,backbtn,trackdone,TRUE,FALSE,FALSE,1689269620,FALSE
2023-07-13 17:38,730,Bones,Imagine Dragons,Mercury - Acts 1 & 2,spotify:track:54ipXppHLA8U4yqpOFTUhr,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269894,FALSE
2023-07-13 17:38,756,Give Me Everything (feat. Nayer),Pitbull,Planet Pit (Deluxe Version),spotify:track:4QNpBfC0zvjKqPJcyqBy9W,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269895,FALSE
2023-07-13 17:39,74577,As Long As You Love Me,Justin Bieber,Believe,spotify:track:75lo8VozcCLRG9WGG674iD,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689269896,FALSE
2023-07-13 17:43,212893,La Tortura (feat. Alejandro Sanz),Shakira,"Fijación Oral, Vol. 1",spotify:track:5BSclXJTa9B0iURhUjZo50,fwdbtn,trackdone,TRUE,FALSE,FALSE,1689269972,FALSE
2023-07-13 17:46,250373,Yeah! (feat. Lil Jon & Ludacris),USHER,Confessions (Expanded Edition),spotify:track:5rb9QrpfcKFHM1EUbSIurX,trackdone,trackdone,TRUE,FALSE,FALSE,1689270172,FALSE
2023-07-13 17:50,222520,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Pitbull,Globalization,spotify:track:1PCvKFPWnTXAe2oaReVUcr,trackdone,trackdone,TRUE,FALSE,FALSE,1689270410,FALSE
2023-07-13 17:50,10345,TiK ToK,Kesha,Animal (Expanded Edition),spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,trackdone,fwdbtn,TRUE,TRUE,FALSE,1689270621,FALSE
2023-07-13 17:50,4712,Let Me Love You,DJ Snake,Encore,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,1689270633,FALSE
2023-07-13 18:01,52383,S&M,Rihanna,Loud,spotify:track:7ySUcLPVX7KudhnmNcgY2D,fwdbtn,logout,TRUE,FALSE,FALSE,1689270637,FALSE
2023-07-14 17:46,191411,S&M,Rihanna,Loud,spotify:track:7ySUcLPVX7KudhnmNcgY2D,appload,trackdone,TRUE,FALSE,FALSE,1689341925,FALSE
2023-07-14 17:56,31268,No Lie,Sean Paul,Mad Love The Prequel,spotify:track:48QmG1dfvMuYLxMPt7KSRA,trackdone,logout,TRUE,FALSE,FALSE,1689356754,FALSE
2023-07-15 12:48,1858,One Love,Blue,One Love,spotify:track:2W5acFzXf5FrktecuD30Or,playbtn,fwdbtn,FALSE,TRUE,FALSE,1689425313,FALSE
2023-07-15 12:48,456,Drag Me Down,One Direction,Made In The A.M.,spotify:track:2K87XMYnUMqLcX3zvtAF4G,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689425315,FALSE
2023-07-15 12:48,1065,TiK ToK,Kesha,Animal (Expanded Edition),spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689425316,FALSE
2023-07-15 12:52,243600,S&M,Rihanna,Loud,spotify:track:7ySUcLPVX7KudhnmNcgY2D,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689425317,FALSE
2023-07-15 12:56,229506,Feel This Moment (feat. Christina Aguilera),Pitbull,Global Warming: Meltdown (Deluxe Version),spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,trackdone,trackdone,FALSE,FALSE,FALSE,1689425547,FALSE
2023-07-15 12:57,66412,California Gurls,Katy Perry,Teenage Dream,spotify:track:3f7gYMirBEKuc57218BjOY,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689425765,FALSE
2023-07-15 12:57,1384,Unholy (feat. Kim Petras),Sam Smith,Gloria,spotify:track:0NZPBYD5qbEWRs3PrGiRkT,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689425832,FALSE
2023-07-15 12:57,1301,Lush Life,Zara Larsson,So Good,spotify:track:1rIKgCH4H52lrvDcz50hS8,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689425834,FALSE
2023-07-15 13:00,226160,Side To Side,Ariana Grande,Dangerous Woman,spotify:track:44ONERBHALxftQNWq6dmyd,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689425836,FALSE
2023-07-15 13:01,52337,Just Dance,Lady Gaga,The Fame,spotify:track:1dzQoRqT5ucxXVaAhTcT0J,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689426049,FALSE
2023-07-15 13:05,221176,No Lie,Sean Paul,Mad Love The Prequel,spotify:track:48QmG1dfvMuYLxMPt7KSRA,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689426102,FALSE
2023-07-15 13:05,12836,Gimme More,Britney Spears,Blackout,spotify:track:6ic8OlLUNEATToEFU3xmaH,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689426311,FALSE
2023-07-15 13:05,1370,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,spotify:track:3oHNJECGN3bBoGXejlw2b1,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689426325,FALSE
2023-07-15 13:05,1130,Cake By The Ocean,DNCE,I Babysitter,spotify:track:666PVRQwthLYiWMfdW4JMB,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689426326,FALSE
2023-07-15 13:08,213520,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,spotify:track:22VdIZQfgXJea34mQxlt81,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689426328,FALSE
2023-07-15 13:13,267080,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,spotify:track:0ByMNEPAPpOR5H69DVrTNy,trackdone,trackdone,FALSE,FALSE,FALSE,1689426528,FALSE
2023-07-15 13:15,149270,Scream & Shout,will.i.am,#willpower,spotify:track:2iJuuzV8P9Yz0VSurttIV5,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689426783,FALSE
2023-07-15 13:18,203064,Levitating (feat. DaBaby),Dua Lipa,Future Nostalgia,spotify:track:5nujrmhLynf4yMoMtj8AQF,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689426934,FALSE
2023-07-15 13:22,234026,Give It To Me,Timbaland,Shock Value,spotify:track:0wbDgMuAoy7O7pL3a69uZx,trackdone,trackdone,FALSE,FALSE,FALSE,1689427125,FALSE
2023-07-15 13:22,30502,Applause,Lady Gaga,ARTPOP,spotify:track:5ka2ajep9OAvU5Sgduhiex,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689427347,FALSE
2023-07-15 13:23,2430,E.T.,Katy Perry,Teenage Dream: The Complete Confection,spotify:track:36ux3YuUsGTWPT8fXclS45,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689427378,FALSE
2023-07-15 13:27,244546,All Around The World,Justin Bieber,Believe,spotify:track:6WgrB8d7GLBGweYLDI6ObR,fwdbtn,trackdone,FALSE,FALSE,FALSE,1689427381,FALSE
2023-07-15 13:27,10499,I Know You Want Me (Calle Ocho),Pitbull,Pitbull Starring In Rebelution,spotify:track:13plQdOoWSSXPRUSZc5FuM,trackdone,fwdbtn,FALSE,TRUE,FALSE,1689427612,FALSE
2023-07-15 13:27,50853,Play Hard (feat. Ne-Yo & Akon),David Guetta,Nothing but the Beat,spotify:track:5YPMEOJ58kfl56VHxTgwx3,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1689427624,FALSE
